"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"327","De todas maneras tendrías [% return P10.label() %]","98","76","0","NaN","98","76","0","NaN","0","NaN","0","NaN","21","63.6","77","80.2","0","NaN","9","81.8","21","72.4","31","77.5","23","76.7","14","73.7","0","NaN","25","80.6","45","70.3","16","80","12","85.7","33","86.8","6","100","6","66.7","15","100","15","68.2","23","59","39","81.2","8","66.7","10","62.5","41","77.4","0","NaN"
"328","No tendría [% return P10.label() %] y usaría el transporte público","18","14","0","NaN","18","14","0","NaN","0","NaN","0","NaN","7","21.2","11","11.5","0","NaN","0","0","7","24.1","6","15","3","10","2","10.5","0","NaN","4","12.9","11","17.2","2","10","1","7.1","2","5.3","0","0","3","33.3","0","0","6","27.3","7","17.9","3","6.2","3","25","5","31.2","7","13.2","0","NaN"
"329","No sabe / no contestó","13","10.1","0","NaN","13","10.1","0","NaN","0","NaN","0","NaN","5","15.2","8","8.3","0","NaN","2","18.2","1","3.4","3","7.5","4","13.3","3","15.8","0","NaN","2","6.5","8","12.5","2","10","1","7.1","3","7.9","0","0","0","0","0","0","1","4.5","9","23.1","6","12.5","1","8.3","1","6.2","5","9.4","0","NaN"
"330","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"332","P16C1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"333","1","62","48.1","0","NaN","62","48.1","0","NaN","0","NaN","0","NaN","16","48.5","46","47.9","0","NaN","3","27.3","16","55.2","21","52.5","16","53.3","6","31.6","0","NaN","16","51.6","27","42.2","12","60","7","50","18","47.4","2","33.3","3","33.3","8","53.3","12","54.5","19","48.7","27","56.2","5","41.7","9","56.2","21","39.6","0","NaN"
"334","2","42","32.6","0","NaN","42","32.6","0","NaN","0","NaN","0","NaN","13","39.4","29","30.2","0","NaN","6","54.5","7","24.1","10","25","10","33.3","9","47.4","0","NaN","6","19.4","23","35.9","8","40","5","35.7","16","42.1","1","16.7","2","22.2","6","40","6","27.3","11","28.2","16","33.3","5","41.7","5","31.2","16","30.2","0","NaN"
"335","3","25","19.4","0","NaN","25","19.4","0","NaN","0","NaN","0","NaN","4","12.1","21","21.9","0","NaN","2","18.2","6","20.7","9","22.5","4","13.3","4","21.1","0","NaN","9","29","14","21.9","0","0","2","14.3","4","10.5","3","50","4","44.4","1","6.7","4","18.2","9","23.1","5","10.4","2","16.7","2","12.5","16","30.2","0","NaN"
"336","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"338","P16C2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"339","1","14","10.9","0","NaN","14","10.9","0","NaN","0","NaN","0","NaN","2","6.1","12","12.5","0","NaN","1","9.1","3","10.3","5","12.5","3","10","2","10.5","0","NaN","2","6.5","9","14.1","0","0","3","21.4","2","5.3","1","16.7","3","33.3","3","20","2","9.1","3","7.7","5","10.4","0","0","4","25","5","9.4","0","NaN"
"340","2","52","40.3","0","NaN","52","40.3","0","NaN","0","NaN","0","NaN","14","42.4","38","39.6","0","NaN","3","27.3","14","48.3","14","35","14","46.7","7","36.8","0","NaN","9","29","26","40.6","11","55","6","42.9","18","47.4","2","33.3","3","33.3","9","60","4","18.2","16","41","21","43.8","8","66.7","7","43.8","16","30.2","0","NaN"
"341","3","63","48.8","0","NaN","63","48.8","0","NaN","0","NaN","0","NaN","17","51.5","46","47.9","0","NaN","7","63.6","12","41.4","21","52.5","13","43.3","10","52.6","0","NaN","20","64.5","29","45.3","9","45","5","35.7","18","47.4","3","50","3","33.3","3","20","16","72.7","20","51.3","22","45.8","4","33.3","5","31.2","32","60.4","0","NaN"
"342","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"344","P16C3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"345","1","10","7.8","0","NaN","10","7.8","0","NaN","0","NaN","0","NaN","1","3","9","9.4","0","NaN","1","9.1","4","13.8","4","10","1","3.3","0","0","0","NaN","0","0","7","10.9","2","10","1","7.1","1","2.6","1","16.7","3","33.3","3","20","0","0","2","5.1","5","10.4","0","0","2","12.5","3","5.7","0","NaN"
"346","2","48","37.2","0","NaN","48","37.2","0","NaN","0","NaN","0","NaN","14","42.4","34","35.4","0","NaN","2","18.2","14","48.3","12","30","13","43.3","7","36.8","0","NaN","11","35.5","23","35.9","8","40","6","42.9","16","42.1","0","0","2","22.2","10","66.7","9","40.9","11","28.2","20","41.7","4","33.3","9","56.2","15","28.3","0","NaN"
"347","3","71","55","0","NaN","71","55","0","NaN","0","NaN","0","NaN","18","54.5","53","55.2","0","NaN","8","72.7","11","37.9","24","60","16","53.3","12","63.2","0","NaN","20","64.5","34","53.1","10","50","7","50","21","55.3","5","83.3","4","44.4","2","13.3","13","59.1","26","66.7","23","47.9","8","66.7","5","31.2","35","66","0","NaN"
"348","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"350","P16C4","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"351","1","18","14","0","NaN","18","14","0","NaN","0","NaN","0","NaN","4","12.1","14","14.6","0","NaN","0","0","6","20.7","6","15","4","13.3","2","10.5","0","NaN","3","9.7","11","17.2","3","15","1","7.1","7","18.4","0","0","3","33.3","2","13.3","1","4.5","5","12.8","9","18.8","1","8.3","3","18.8","5","9.4","0","NaN"
"352","2","56","43.4","0","NaN","56","43.4","0","NaN","0","NaN","0","NaN","15","45.5","41","42.7","0","NaN","4","36.4","16","55.2","17","42.5","13","43.3","6","31.6","0","NaN","11","35.5","29","45.3","7","35","9","64.3","15","39.5","3","50","3","33.3","12","80","12","54.5","11","28.2","22","45.8","9","75","7","43.8","18","34","0","NaN"
"353","3","55","42.6","0","NaN","55","42.6","0","NaN","0","NaN","0","NaN","14","42.4","41","42.7","0","NaN","7","63.6","7","24.1","17","42.5","13","43.3","11","57.9","0","NaN","17","54.8","24","37.5","10","50","4","28.6","16","42.1","3","50","3","33.3","1","6.7","9","40.9","23","59","17","35.4","2","16.7","6","37.5","30","56.6","0","NaN"
"354","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"356","P16C5","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"357","1","4","3.1","0","NaN","4","3.1","0","NaN","0","NaN","0","NaN","2","6.1","2","2.1","0","NaN","0","0","1","3.4","3","7.5","0","0","0","0","0","NaN","0","0","3","4.7","1","5","0","0","0","0","0","0","1","11.1","1","6.7","0","0","2","5.1","2","4.2","0","0","1","6.2","1","1.9","0","NaN"
"358","2","37","28.7","0","NaN","37","28.7","0","NaN","0","NaN","0","NaN","6","18.2","31","32.3","0","NaN","4","36.4","9","31","11","27.5","8","26.7","5","26.3","0","NaN","5","16.1","20","31.2","7","35","5","35.7","6","15.8","1","16.7","1","11.1","11","73.3","5","22.7","13","33.3","16","33.3","3","25","5","31.2","13","24.5","0","NaN"
"359","3","88","68.2","0","NaN","88","68.2","0","NaN","0","NaN","0","NaN","25","75.8","63","65.6","0","NaN","7","63.6","19","65.5","26","65","22","73.3","14","73.7","0","NaN","26","83.9","41","64.1","12","60","9","64.3","32","84.2","5","83.3","7","77.8","3","20","17","77.3","24","61.5","30","62.5","9","75","10","62.5","39","73.6","0","NaN"
"360","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"362","P17","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"363","Es usado (a)","65","50.4","0","NaN","65","50.4","0","NaN","0","NaN","0","NaN","16","48.5","49","51","0","NaN","4","36.4","12","41.4","22","55","17","56.7","10","52.6","0","NaN","11","35.5","36","56.2","11","55","7","50","18","47.4","5","83.3","3","33.3","7","46.7","12","54.5","20","51.3","27","56.2","7","58.3","8","50","23","43.4","0","NaN"
"364","Es nuevo (a) de agencia","61","47.3","0","NaN","61","47.3","0","NaN","0","NaN","0","NaN","16","48.5","45","46.9","0","NaN","7","63.6","17","58.6","17","42.5","12","40","8","42.1","0","NaN","20","64.5","27","42.2","9","45","5","35.7","19","50","1","16.7","6","66.7","8","53.3","10","45.5","17","43.6","20","41.7","5","41.7","6","37.5","30","56.6","0","NaN"
"365","No sabe/ no contestó","3","2.3","0","NaN","3","2.3","0","NaN","0","NaN","0","NaN","1","3","2","2.1","0","NaN","0","0","0","0","1","2.5","1","3.3","1","5.3","0","NaN","0","0","1","1.6","0","0","2","14.3","1","2.6","0","0","0","0","0","0","0","0","2","5.1","1","2.1","0","0","2","12.5","0","0","0","NaN"
"366","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"368","P17A","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"369","En un lote de autos usados","6","9.2","0","NaN","6","9.2","0","NaN","0","NaN","0","NaN","0","0","6","12.2","0","NaN","0","0","0","0","3","13.6","3","17.6","0","0","0","NaN","1","9.1","2","5.6","1","9.1","2","28.6","2","11.1","1","20","0","0","0","0","1","8.3","2","10","3","11.1","0","0","1","12.5","2","8.7","0","NaN"
"370","Con un amigo (a) / Mecánico / Familiar / Compañero de trabajo","30","46.2","0","NaN","30","46.2","0","NaN","0","NaN","0","NaN","9","56.2","21","42.9","0","NaN","1","25","4","33.3","8","36.4","13","76.5","4","40","0","NaN","5","45.5","16","44.4","5","45.5","4","57.1","11","61.1","1","20","1","33.3","2","28.6","6","50","9","45","13","48.1","4","57.1","3","37.5","10","43.5","0","NaN"
"371","En un tianguis de autos","9","13.8","0","NaN","9","13.8","0","NaN","0","NaN","0","NaN","2","12.5","7","14.3","0","NaN","1","25","2","16.7","2","9.1","1","5.9","3","30","0","NaN","1","9.1","6","16.7","1","9.1","1","14.3","3","16.7","0","0","0","0","2","28.6","0","0","4","20","3","11.1","2","28.6","2","25","2","8.7","0","NaN"
"372","A un particular en un anuncio (Periódico / Internet etc)","19","29.2","0","NaN","19","29.2","0","NaN","0","NaN","0","NaN","5","31.2","14","28.6","0","NaN","2","50","6","50","8","36.4","0","0","3","30","0","NaN","4","36.4","11","30.6","4","36.4","0","0","2","11.1","3","60","1","33.3","3","42.9","5","41.7","5","25","7","25.9","1","14.3","2","25","9","39.1","0","NaN"
"373","Otro","1","1.5","0","NaN","1","1.5","0","NaN","0","NaN","0","NaN","0","0","1","2","0","NaN","0","0","0","0","1","4.5","0","0","0","0","0","NaN","0","0","1","2.8","0","0","0","0","0","0","0","0","1","33.3","0","0","0","0","0","0","1","3.7","0","0","0","0","0","0","0","NaN"
"374","No sabe/ no contestó","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"375","Total","65","100","0","NaN","65","100","0","NaN","0","NaN","0","NaN","16","100","49","100","0","NaN","4","100","12","100","22","100","17","100","10","100","0","NaN","11","100","36","100","11","100","7","100","18","100","5","100","3","100","7","100","12","100","20","100","27","100","7","100","8","100","23","100","0","NaN"
"376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"377","P17B","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"378","P17_B_De_contado___en_efectivo","78","60.5","0","NaN","78","60.5","0","NaN","0","NaN","0","NaN","14","42.4","64","66.7","0","NaN","5","45.5","19","65.5","26","65","19","63.3","9","47.4","0","NaN","16","51.6","39","60.9","12","60","11","78.6","29","76.3","5","83.3","2","22.2","8","53.3","12","54.5","22","56.4","27","56.2","9","75","11","68.8","31","58.5","0","NaN"
"379","P17_B_Tarjeta_de_Cr_dito","12","9.3","0","NaN","12","9.3","0","NaN","0","NaN","0","NaN","4","12.1","8","8.3","0","NaN","2","18.2","1","3.4","4","10","3","10","2","10.5","0","NaN","4","12.9","5","7.8","2","10","1","7.1","6","15.8","0","0","0","0","1","6.7","0","0","5","12.8","6","12.5","2","16.7","1","6.2","3","5.7","0","NaN"
